,rsmi,psmi,ea,dh,Hf_r,Hf_p,Hf_ts,AE_mopac,DH_mopac,AE_no_zpe,ER_no_zpe,RXN_no_zpe,ae_diff,dh_diff
7196,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6][O:7][H:10])\[H:8],83.54442035433809,50.870298521942,-85.58485,-53.95323000000001,-17.19203,68.39282,31.63162,87.28,36.48,50.79,18.88718,19.158379999999998
7198,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[C-:6]#[O+:7].[N:1]([C-:2]=[O+:3][C:4](=[O:5])[H:9])([H:8])[H:10],53.2621334784751,17.7625581501411,-85.58485,-71.43496999999998,-25.81369,59.771159999999995,14.14988000000001,57.14,37.22,19.92,-2.631159999999994,5.7701199999999915
7199,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1]([C-:2]=[O+:3][C:4](=[O:5])[H:9])([C:6](=[O:7])[H:10])[H:8],52.520759188295,18.6045395994478,-85.58485,-87.49245,-40.21439,45.370459999999994,-1.9076000000000024,53.99,35.11,18.88,8.619540000000008,20.7876
7200,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1](=[C:2]1\[O:3][C@:4]2([H:9])[O:5][C@@:6]1([H:10])[O:7]2)\[H:8],57.5479048127905,36.8754638539597,-85.58485,-39.91968,-27.60898,57.97586999999999,45.66517,57.44,22.81,34.63,-0.5358699999999956,-11.03517
7201,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1]([C:2](=[O:3])[C:6](=[O:7])[H:10])([C:4](=[O:5])[H:9])[H:8],27.917816096996496,-7.82094587205295,-85.58485,-99.0703,-61.60284,23.98201,-13.48545,29.21,36.83,-7.62,5.227990000000002,5.86545
7202,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[C-:4]#[O+:5].[N:1]([C:2](=[O:3])[C:6](=[O:7])[H:10])([H:8])[H:9],47.742843741409594,-9.47305105055634,-85.58485,-90.99676,-52.99182,32.59303000000001,-5.411909999999992,51.77,58.51,-6.74,19.17696999999999,-1.3280900000000084
7203,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[O+:7]=[C-:6][H:10])\[H:8],86.29904564444142,66.9123807272159,-85.58485,-28.76412,-1.68282,83.90203000000001,56.820730000000005,88.62,20.48,68.14,4.717969999999994,11.319269999999996
7205,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1]1([H:8])[C:2](=[O:3])[C@:6]1([O:7][C:4](=[O:5])[H:9])[H:10],42.6423502495918,19.663729801522397,-85.58485,-54.88788,-37.31882,48.26603,30.69697,43.41,23.51,19.89,-4.856030000000004,-10.80697
7206,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1]1([H:8])[C@@:2]([O+:5]=[C-:4][H:9])([C:6](=[O:7])[H:10])[O:3]1,148.390122185212,122.140566740434,-85.58485,27.24968,42.24516,127.83001000000002,112.83453,151.69,27.95,123.74,23.859989999999982,10.905469999999994
7207,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1]#[C:2][C:6](=[O:7])[H:10].[O:3]=[C:4]([O:5][H:8])[H:9],26.6671339071105,0.3682064986249871,-85.58485,-89.34496999999998,-58.91031,26.67454000000001,-3.7601199999999855,30.11,27.83,2.28,3.4354599999999884,6.040119999999986
7208,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8],[N:1](=[C:2](\[O+:3]=[C-:4][O:5][H:9])[C:6](=[O:7])[H:10])\[H:8],77.431470825121,44.3774203614336,-85.58485,-68.80389,-22.01843,63.56642000000001,16.780960000000007,81.42,36.65,44.77,17.853579999999994,27.989039999999996
7209,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[H:8][H:11].[O:1]=[C:2]([C@:3]1([H:10])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])[H:9],99.9982869488542,16.0099419269592,-72.61548,-88.9838,7.080610000000001,79.69609000000001,-16.368319999999994,107.68,84.69,23.0,27.983909999999995,39.36832
7210,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[H:9][H:14].[O:1](/[C:2](=[C:3](/[C:4]([C:5](=[C:6]=[O:7])[H:15])([H:12])[H:13])[H:11])[H:10])[H:8],93.6755745182947,30.336743008312002,-72.61548,-81.0276,-0.28096,72.33452000000003,-8.412120000000002,99.91,61.97,37.94,27.57547999999997,46.35212
7211,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1]1[C:2]([H:9])([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[O:7][H:8],52.8333657597861,16.1247601805397,-72.61548,-55.42753,-23.06736,49.54812,17.18795,55.28,40.28,15.0,5.731880000000004,-2.1879500000000007
7213,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1](/[C:2](=[C:3](\[C:4]([C:5]([C:6](=[O:7])[H:10])([H:14])[H:15])([H:12])[H:13])[H:11])[H:9])[H:8],66.9808086299769,0.940939447439937,-72.61548,-71.27734,4.68626,77.30174000000002,1.33814000000001,69.08,67.26,1.82,-8.221740000000025,0.48185999999998996
7216,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1]([C:6]([C:5]([C:4]([C:3](=[C:2]([H:9])[H:10])[H:11])([H:12])[H:13])([H:14])[H:15])=[O:7])[H:8],55.6043499676161,-21.4386781824274,-72.61548,-88.17171,-35.51015,37.10533,-15.55623,57.07,78.4,-21.32,19.964669999999998,-5.763770000000001
7218,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[C:3]1([H:11])=[C:4]([H:12])[C:5]([H:14])([H:15])[C:6]1=[O:7].[H:8][H:13].[O:1]=[C:2]([H:9])[H:10],82.887711452747,45.419936504369296,-72.61548,-48.71334,-8.78004,63.83544000000001,23.902140000000006,89.98,35.24,54.74,26.14455999999999,30.837859999999996
7219,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1]([C:4]([C:5]([C:6]([C:3](=[C:2]([H:9])[H:10])[H:11])=[O:7])([H:14])[H:15])([H:12])[H:13])[H:8],94.5287247112278,0.547124662417374,-72.61548,-71.75567,-16.34947,56.26601000000001,0.8598100000000102,96.44,95.32,1.12,40.17398999999999,0.26018999999998993
7221,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[C:3]1([H:9])([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7].[O:1]([C:2][H:10])[H:8],79.8865446044498,57.3904419689545,-72.61548,-23.37394,7.36415,79.97963,49.24154,83.85,23.79,60.05,3.870369999999994,10.808459999999997
7222,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1]([C:2]([C+:3]=[C:6]([C:5]([C:4]([H:11])([H:12])[H:13])([H:14])[H:15])[O-:7])([H:9])[H:10])[H:8],68.57762919486521,61.7021384007821,-72.61548,-17.582729999999998,-0.16806,72.44742000000002,55.03275000000001,72.03,7.2,64.84,-0.4174200000000212,9.807249999999996
7223,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[C:5](=[C:6]=[O:7])([H:14])[H:15].[O:1]([C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])([H:9])[H:10])[H:8],56.4946651626599,22.276037079774103,-72.61548,-56.11881999999999,-15.860120000000002,56.755359999999996,16.496660000000013,58.83,32.28,26.54,2.0746400000000023,10.043339999999986
7224,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:15])=[C:6]1[O:7][H:14])([H:9])[H:10])[H:8],78.42683370954958,17.2555788607716,-72.61548,-48.78502,13.94258,86.55806000000003,23.83046,82.16,65.3,16.86,-4.398060000000029,-6.970459999999999
7225,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[H:12][H:15].[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:13])=[C:5]([H:14])[C:6]1=[O:7])([H:9])[H:10])[H:8],96.513178302604,34.1360605041433,-72.61548,-61.99246,14.11437,86.72985,10.623020000000013,101.44,60.71,40.74,14.710149999999999,30.11697999999999
7233,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([N:2]1[C:3]([H:11])=[N:4][C:5](=[C:6]([H:12])[H:14])[C:7]1([H:13])[H:15])([H:8])([H:9])[H:10],94.95738088136659,22.0846960530932,23.32128,39.79217,124.35098,101.0297,16.47089,98.8,76.37,22.43,-2.2297000000000082,5.959109999999999
7234,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:3]1([H:11])[N:2]=[C:7]([H:15])[C:5]([C:6]([H:12])([H:13])[H:14])=[N:4]1)([H:8])([H:9])[H:10],59.7496768335345,9.201536164348882,23.32128,36.14401,85.16443000000002,61.84315000000001,12.822729999999995,61.67,52.0,9.67,-0.1731500000000068,-3.1527299999999947
7235,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3](/[N:4]1[C:5]([C:6]([H:12])([H:13])[H:14])=[C:7]1[H:15])[H:11])([H:8])([H:9])[H:10],108.64332668916501,86.44412481428391,23.32128,92.32453,123.44177,100.12049,69.00325000000001,113.42,23.76,89.66,13.299509999999998,20.656749999999988
7236,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C-:1]([n+:2]1[c:3]([H:11])[n:4]([H:10])[c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])[H:9],125.773743361478,54.8981221053131,23.32128,43.39323,143.87937,120.55809,20.07195,130.62,73.68,56.94,10.061909999999997,36.86805
7237,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C-:1]([N+:2]1=[C:7]([H:15])[C@@:5]([C:6]([H:12])([H:13])[H:14])([H:10])[N:4]=[C:3]1[H:11])([H:8])[H:9],110.329265808922,58.6597292170757,23.32128,56.9409,134.58219,111.26091000000001,33.61962,114.67,54.66,60.01,3.409089999999992,26.39038
7238,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:7]1([H:15])[N:2]=[C:3]([H:11])[N:4]=[C:5]1[C:6]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],66.9716821899446,9.03438237045764,23.32128,33.6333,88.34631999999998,65.02503999999999,10.31202,68.64,59.05,9.59,3.6149600000000106,-0.7220200000000006
7239,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([n:2]1[c:3]([H:11])[n+:4]([C:6]([H:12])([H:13])[H:14])[c-:5][c:7]1[H:15])([H:8])([H:9])[H:10],115.176833321881,52.44183107173061,23.32128,72.21164,124.80924,101.48796,48.89036,117.31,64.82,52.49,15.822040000000001,3.599640000000001
7240,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C-:1]([N+:2]1=[C:3]([H:11])[N:4]=[C:5]([C:6]([H:12])([H:13])[H:14])[C:7]1([H:10])[H:15])([H:8])[H:9],97.70128091681241,54.445137630702,23.32128,49.91547,112.92229,89.60100999999997,26.59419,102.15,46.04,56.11,12.548990000000032,29.51581
7241,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([N:2]1[C:3]([H:11])=[N+:4]=[C-:5][C@:7]1([C:6]([H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10],93.18608435899598,69.2173035769437,23.32128,79.35938,115.12389,91.80261,56.0381,95.25,24.82,70.43,3.4473899999999986,14.391900000000007
7242,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([N+:2]1=[C:3]([H:11])[N:4]([H:13])[C:5](=[C:6]([H:12])[H:14])[C-:7]1[H:15])([H:8])([H:9])[H:10],78.748425022922,49.3332428008987,23.32128,50.60192,93.02922,69.70794000000001,27.28064,82.87,32.16,50.72,13.162059999999997,23.43936
7243,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([N+:2]1([H:15])[C:3]([H:11])=[N:4][C:5]([C:6]([H:12])([H:13])[H:14])=[C-:7]1)([H:8])([H:9])[H:10],90.1005345183379,82.319670004196,23.32128,93.30933,119.99472,96.67344,69.98805,93.52,10.5,83.02,-3.1534400000000034,13.031949999999995
7245,[C:1]([n:2]1[c:3]([H:11])[n:4][c:5]([C:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:7](/[C:5](=[N+:4]=[C-:3][H:11])[C:6]([H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10],69.4475382279173,66.156953820442,23.32128,57.23526999999999,71.46815,48.14686999999999,33.913990000000005,73.1,3.49,69.61,24.95313,35.696009999999994
7247,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([O:5][H:16])([H:14])[H:15])[N+:7]#[C-:6])([H:8])([H:9])[H:10],71.10468041967059,19.0973265335922,-35.02388,-19.96824,32.73596,67.75984,15.055639999999999,75.36,54.56,20.8,7.6001600000000025,5.744360000000002
7248,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1=[N:7][C@:6]([C:3]([H:11])([H:12])[H:13])([H:16])[O:5][C:4]1([H:14])[H:15])([H:8])([H:9])[H:10],110.982459044356,1.50072520457192,-35.02388,-34.50057,68.25577,103.27965,0.5233099999999951,115.08,113.32,1.76,11.800349999999995,1.236690000000005
7250,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])(/[N:7]=[C:6](\[O+:5]=[C-:4][H:14])[H:16])[H:15])([H:8])([H:9])[H:10],85.8758977518697,80.1582936555571,-35.02388,24.11605,50.11945,85.14332999999998,59.13993000000001,89.84,6.64,83.2,4.696670000000026,24.060069999999996
7251,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:7]1[C:6](=[O:5])[H:16])([H:8])([H:9])[H:10],57.4655594746098,11.2445739387709,-35.02388,-17.92075,25.16313,60.18701,17.103129999999997,60.23,47.78,12.44,0.04298999999999609,-4.663129999999997
7252,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1=[N+:7]([C:3]([H:11])([H:12])[H:13])[C-:6]([H:16])[O:5][C:4]1([H:14])[H:15])([H:8])([H:9])[H:10],108.055696875939,58.344814566705395,-35.02388,-3.20418,48.83693,83.86080999999999,31.8197,111.21,51.72,59.49,27.349190000000007,27.6703
7254,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1](/[C:2]([C:4]([C:3]([H:11])([H:12])[H:13])([H:14])[H:15])=[N:7]/[C:6](=[O:5])[H:16])([H:8])([H:9])[H:10],67.9362355326641,-0.345232001404888,-35.02388,-40.92903,37.3317,72.35558,-5.905149999999999,71.04,69.65,1.4,-1.315579999999997,7.305149999999999
7258,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O+:5]=[C-:6][N:7]1[H:16])([H:8])([H:9])[H:10],68.015964532111,25.3728381835387,-35.02388,-29.42443,34.36869,69.39256999999999,5.599450000000001,71.6,45.96,25.64,2.2074300000000022,20.04055
7259,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C-:4]=[O+:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10].[H:14][H:15],88.6053369218956,70.39611636837891,-35.02388,-9.44651,27.86973,62.89361,25.577370000000002,94.68,16.28,78.41,31.786390000000004,52.832629999999995
7260,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:4]([O:5][C:6](=[N+:7]=[C-:2][C:3]([H:11])([H:12])[H:13])[H:16])([H:14])[H:15])([H:8])([H:9])[H:10],137.303758866343,54.374940308049794,-35.02388,1.57893,76.77580999999998,111.79968999999998,36.60281,141.18,84.23,56.95,29.380310000000023,20.347190000000005
7261,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C-:4]([H:15])[O+:5]=[C:6]([H:16])[N:7]1[H:14])([H:8])([H:9])[H:10],81.88418564487951,61.1440855266949,-35.02388,8.07818,63.22053,98.24441,43.10206,85.33,22.71,62.62,-12.914410000000004,19.517939999999996
7262,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][C:3]([N:4]=[C:5]=[C:6]([H:8])[H:9])=[N:7][H:10],103.451442393792,44.044932133774395,71.33143000000003,101.02873,173.49726,102.16583,29.6973,109.42,62.22,47.2,7.254170000000002,17.502700000000004
7264,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N-:1]=[C:2]=[C:3]1[N:4]([H:8])[C+:5]=[C:6]([H:9])[N:7]1[H:10],86.5712094168,47.4546582823211,71.33143000000003,110.20887,158.47897,87.14753999999998,38.87743999999998,90.67,43.24,47.43,3.5224600000000237,8.552560000000021
7265,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N+:1](#[C-:2])[c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],55.882305022581704,19.491829809356503,71.33143000000003,84.95903,168.06501,96.73358,13.627599999999989,57.67,37.76,19.91,-39.06358,6.2824000000000115
7266,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][C@@:6]1([H:9])[C:5]([H:8])=[N+:4]=[C-:3][N:7]1[H:10],131.662269403062,61.346370628326596,71.33143000000003,109.88459,205.51989,134.18846000000002,38.55315999999998,134.63,71.96,62.67,0.44153999999997495,24.116840000000025
7267,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N-:1]=[C:2]=[C:3]1[N+:4]#[C:5][C:6]([H:8])([H:9])[N:7]1[H:10],80.40645051366691,72.506924530212,71.33143000000003,128.4821,160.12397,88.79253999999996,57.15066999999999,84.24,9.47,74.77,-4.552539999999965,17.619330000000005
7269,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2]/[C:3]([N:4]1[C:5]([H:8])=[C:6]1[H:9])=[N:7]\[H:10],112.619406575862,90.57275629663141,71.33143000000003,146.68653999999995,176.50033,105.16889999999998,75.35510999999997,117.35,23.19,94.16,12.181100000000015,18.80489000000003
7270,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][C:3]1=[N:7][C:6]([H:9])([H:10])[C:5]([H:8])=[N:4]1,49.898721591032,19.449639824380103,71.33143000000003,91.22641,133.67719,62.345759999999984,19.89497999999999,53.27,32.66,20.61,-9.075759999999981,0.7150200000000098
7271,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][N:7]([C:6](=[C:5]([N+:4]#[C-:3])[H:8])[H:9])[H:10],99.7127991854657,48.042974615819,71.33143000000003,101.03109,165.6032,94.27176999999998,29.699659999999994,102.87,52.53,50.34,8.59823000000003,20.64034000000001
7272,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][C:3]1=[N:4][C:5]([H:8])=[C-:6][N+:7]1([H:9])[H:10],93.8739699853188,84.620035722954,71.33143000000003,137.47526000000002,166.14041,94.80898,66.14383000000001,97.56,11.85,85.71,2.751019999999997,19.566169999999985
7273,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][C:3]1([H:10])[N:4]=[C:5]([H:8])[C:6]([H:9])=[N:7]1,52.80607872470039,24.244893772255892,71.33143000000003,94.25138,135.96358999999998,64.63215999999997,22.91995,56.16,31.17,24.99,-8.472159999999974,2.0700499999999984
7274,[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2][C:3]1=[N:4][C:5]([H:8])([H:9])[C-:6]=[N+:7]1[H:10],64.17986138593879,51.7559690577133,71.33143000000003,111.25956,148.29363,76.9622,39.92813,67.28,14.13,53.15,-9.682199999999995,13.221869999999996
7275,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[H:8][H:9].[O:1]=[C:2]1[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7],90.16691110432079,22.735173739707108,-73.66376,-84.45685999999998,5.07691,78.74067,-10.793099999999995,96.13,66.29,29.84,17.38933,40.6331
7277,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[O:1]([C:2]1=[C:6]([O-:7])[C:5]([H:13])([H:14])[N+:4]([H:9])([H:12])[C:3]1([H:10])[H:11])[H:8],56.264776214649494,43.492541737807706,-73.66376,-34.072309999999995,-4.98555,68.67820999999999,39.59145,58.85,15.99,42.85,-9.828209999999991,3.2585499999999996
7278,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[H:10][H:11].[O:1]([C@@:2]1([H:9])[C:3][N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],79.80890533039941,57.612979181837595,-73.66376,-55.30566,-16.096339999999998,57.56742,18.3581,86.07,21.21,64.86,28.502579999999995,46.5019
7279,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[H:11][H:13].[O:1]([C@@:2]1([H:9])[C+:3]([H:10])[N:4]([H:12])[C:5]([H:14])=[C:6]1[O-:7])[H:8],63.4721804251845,45.74661995365111,-73.66376,-70.99941,-11.75911,61.90465,2.664349999999999,69.02,15.92,53.1,7.115349999999999,50.43565
7282,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[C-:6]#[O+:7].[N:4](=[C:5]([H:13])[H:14])[H:12].[O:1]([C:2](=[C:3]([H:10])[H:11])[H:9])[H:8],75.9851145159034,29.2704231134551,-73.66376,-35.16446,-2.40727,71.25649,38.4993,80.63,44.82,35.81,9.373509999999996,-2.689299999999996
7283,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N+:4]([H:12])([H:14])[C:5]([H:13])=[C:6]1[O-:7])[H:8],61.6746607732586,32.130841222559994,-73.66376,-52.6838,-17.86968,55.79408,20.979960000000002,64.8,33.65,31.15,9.005919999999996,10.170039999999997
7284,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[O:7][C:6]1=[C:5]([H:13])[H:14])[H:8],108.969682376886,46.736927949309305,-73.66376,-37.9559,45.70064,119.3644,35.70786,112.82,65.71,47.11,-6.54440000000001,11.402140000000003
